Treatment,Folder,DATE,Photo names,,Area,Mean,Min,Max,Lenght
B,B4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_01_01_24\B4_01_01_24_1",44,0.023,"111,543","47,630","158,564","6,887"
B,B4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_01_01_24\B4_01_01_24_2",45,0.024,"131,957","62,104","162,329","7,092"
B,B4_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_01_01_24\B4_01_01_24_1",43,0.025,"122,389","65,596","161,503","7,416"
B,B4_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_01_12_23\B4_01_12_23_1",52,0.023,"116,936","50,482","164,569","6,925"
B,B4_01_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_01_12_23\B4_01_12_23_2",53,0.024,"139,944","71,558","166,759","7,142"
B,B4_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_05_01_24\B4_05_01_24",55,0.024,"124,343","61,280","163,774","7,064"
B,B4_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_05_01_24\B4_05_01_24",54,0.024,"112,325","55,621","160,103","7,128"
B,B4_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_05_12_23\B4_05_12_23_1",56,0.024,"128,769","64,478","164,159","7,279"
B,B4_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_05_12_23\B4_05_12_23_1",57,0.026,"126,397","65,656","162,436","7,778"
B,B4_05_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_05_12_23\B4_05_12_23_2",58,0.027,"120,462","52,284","161,971","7,956"
B,B4_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_08_01_24\B4_08_01_24_1",62,0.021,"133,927","91,379","166,378","6,184"
B,B4_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_08_01_24\B4_08_01_24_2",63,0.021,"138,463","72,323","166,038","6,442"
B,B4_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_08_01_24\B4_08_01_24_1",61,0.022,"118,468","64,905","164,516","6,600"
B,B4_08_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_08_12_23\B4_08_12_23",64,0.024,"121,491","54,077","164,005","7,338"
B,B4_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_12_01_24\B4_12_01_24_1",65,0.021,"112,539","71,030","149,068","6,170"
B,B4_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_12_01_24\B4_12_01_24_2",66,0.023,"120,362","59,931","155,647","6,769"
B,B4_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_16_01_24\B4_16_01_24",73,0.021,"128,808","58,387","167,895","6,369"
B,B4_19_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_19_01_24\B4_19_01_24_1",74,0.021,"66,422","42,548","118,627","6,378"
B,B4_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_22_12_2023\B4_22_12_2023_2",78,0.021,"82,261","38,236","121,943","6,162"
B,B4_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_22_12_2023\B4_22_12_2023_1",77,0.023,"102,599","52,515","121,985","6,990"
B,B4_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_25_12_23\B4_25_12_23_1",79,0.021,"123,769","71,881","167,184","6,245"
B,B4_25_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_25_12_23\B4_25_12_23_2",80,0.023,"123,586","65,042","160,225","7,035"
B,B4_27_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_27_11_23\B4_27_11_23",81,0.023,"141,456","70,840","166,799","6,787"
B,B4_28_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_28_11_23\B4_28_11_23_2",83,0.024,"132,477","60,419","161,989","7,052"
B,B4_28_11_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_28_11_23\B4_28_11_23_1",82,0.026,"124,869","49,908","165,194","7,887"
B,B4_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_28_12_23\B4_28_12_23",85,0.023,"125,123","60,444","162,404","6,940"
B,B4_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_28_12_23\B4_28_12_23",84,0.024,"113,158","56,078","160,008","7,077"
B,B4_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_29_01_24\B4_29_01_24",86,0.022,"126,329","66,568","160,481","6,645"
B,B4_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\B4_29_01_24\B4_29_01_24",87,0.022,"131,501","75,586","167,450","6,698"
B,B4_EXUVIAE_29_02_24,,D:\NEW SLIDES BY JULIA (FROM EPPENDORF)\B4_EXUVIAE_29_02_24\B4_EXUVIAE_29_02_24.tif,77,0.020,"120,354","63,064","156,956","6,029"
C,C1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 01_02_24\Snap-273.czi,3,0.028,177.858,75.966,224.412,7.589
C,C1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 01_02_24\Snap-272.czi,2,0.028,183.788,93.177,230.187,7.639
C,C1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 01_02_24\Snap-271.czi,1,0.03,159.143,80.436,220.536,8.22
C,C1 13_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 13_03_24\Snap-236.czi,1,0.02,103.562,60.64,196.941,5.492
C,C1 exuviae 20_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 exuviae 20_02_24\Snap-87.czi,1,0.027,160.824,82.02,213.695,7.403
C,C1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 exuviae 23_02_24\Snap-199.czi,1,0.026,193.934,128.018,224,7.068
C,C1 exuviae 23_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 exuviae 23_02_24\Snap-200.czi,2,0.027,165.751,104.437,215.042,7.437
C,C1 exuviae 29_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 exuviae 29_02_24\Snap-194.czi,1,0.023,171.08,96.477,218.937,6.243
C,C1_02_06,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_02_06\C1_02_06_2",8,0.025,"124,138","78,109","163,269","7,485"
C,C1_02_06,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_02_06\C1_02_06_1",7,0.026,"122,606","60,911","162,210","7,839"
C,C1_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_12_01_24\C1_12_01_24_3",13,0.027,"110,064","55,949","158,541","8,105"
C,C1_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_12_01_24\C1_12_01_24_1",11,0.028,"111,867","55,406","163,903","8,518"
C,C1_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_12_01_24\C1_12_01_24_2",12,0.028,"97,612","49,661","160,079","8,544"
C,C1_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_16_01_24\C1_16_01_24_2",16,0.022,"114,823","68,168","161,378","6,554"
C,C1_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_16_01_24\C1_16_01_24_1",14,0.022,"127,373","67,229","164,586","6,742"
C,C1_16_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_16_01_24\C1_16_01_24_1",15,0.023,"123,923","68,507","169,224","6,909"
C,C1_19_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_19_01_24\C1_19_01_24",17,0.022,"78,455","37,450","119,878","6,676"
C,C1_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_28_12_23\C1_28_12_23_2",19,0.022,"69,770","39,773","133,077","6,632"
C,C1_28_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_28_12_23\C1_28_12_23_1",18,0.022,"111,927","47,435","152,501","6,746"
C,C1_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_29_01_24_2\C1_29_01_24_2_1",23,0.022,"135,907","60,957","165,292","6,614"
C,C1_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_29_01_24\C1_29_01_24_1",20,0.022,"131,984","64,973","163,292","6,737"
C,C1_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_29_01_24\C1_29_01_24_2",21,0.023,"115,872","56,073","156,987","6,757"
C,C1_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_29_01_24\C1_29_01_24_2",22,0.024,"126,366","64,384","154,842","7,105"
C,C1_29_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_29_01_24_2\C1_29_01_24_2_2",24,0.024,"139,109","58,023","166,256","7,148"
C,C2 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 01_02_24\Snap-219.czi,2,0.029,181.529,86.98,226.863,7.887
C,C2 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 01_02_24\Snap-218.czi,1,0.031,167.377,74.083,228.246,8.529
C,C2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 12_02_24\Snap-158.czi,1,0.029,162.727,85.687,216.523,7.827
C,C2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 12_02_24\Snap-160.czi,3,0.029,142.99,71.4,212.757,7.98
C,C2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 12_02_24\Snap-159.czi,2,0.03,163.34,96.228,220.932,8.322
C,C2 13_03_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 13_03_24\Snap-243.czi,1,0.022,102.349,53.392,188.112,5.954
C,C2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 15_02_24\Snap-104.czi,1,0.028,171.081,83.847,217.729,7.532
C,C2_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_01_01_24\C2_01_01_24_1",25,0.024,"134,549","70,122","166,878","7,142"
C,C2_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_01_01_24\C2_01_01_24_2",27,0.024,"135,695","67,513","166,022","7,203"
C,C2_01_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_01_01_24\C2_01_01_24_1",26,0.025,"118,417","62,666","167,004","7,524"
C,C2_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_05_01_24\C2_05_01_24_2",31,0.020,"116,796","63,156","161,656","6,123"
C,C2_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_05_01_24\C2_05_01_24_1",29,0.023,"122,187","58,946","162,069","6,903"
C,C2_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_05_01_24\C2_05_01_24_1",28,0.024,"138,862","65,711","164,645","7,245"
C,C2_05_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_05_01_24\C2_05_01_24_2",30,0.024,"114,792","60,060","160,831","7,257"
C,C2_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_08_01_24\C2_08_01_24_2",34,0.022,"116,808","67,682","155,133","6,464"
C,C2_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_08_01_24\C2_08_01_24_2",35,0.023,"122,760","63,167","165,199","6,818"
C,C2_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_08_01_24\C2_08_01_24_1",32,0.023,"119,829","78,498","160,292","7,038"
C,C2_08_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_08_01_24\C2_08_01_24_1",33,0.026,"143,067","65,502","166,246","7,799"
C,C2_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_12_01_24\C2_12_01_24_4",41,0.021,"108,762","53,781","152,375","6,243"
C,C2_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_12_01_24\C2_12_01_24_6",45,0.021,"120,289","69,277","161,942","6,268"
C,C2_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_12_01_24\C2_12_01_24_1",36,0.022,"129,472","56,953","167,357","6,522"
C,C2_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_12_01_24\C2_12_01_24_3",40,0.022,"112,299","57,378","160,978","6,663"
C,C2_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_12_01_24\C2_12_01_24_2",39,0.023,"120,080","62,650","162,865","6,848"
C,C2_12_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_12_01_24\C2_12_01_24_6",44,0.024,"120,500","58,312","165,526","7,271"
C,C2_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_12_12_23\C2_12_12_23_2",47,0.022,"118,338","50,056","159,036","6,722"
C,C2_12_12_23,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_12_12_23\C2_12_12_23_1",46,0.025,"137,793","69,373","164,572","7,458"
C,C2_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_22_12_2023\C2_22_12_2023",48,0.021,"95,140","42,274","118,917","6,410"
C,C2_22_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_22_12_2023\C2_22_12_2023",49,0.023,"87,137","39,056","117,648","6,901"
C,C2_25_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_25_12_2023\C2_25_12_2023",50,0.023,"81,737","41,309","111,348","6,852"
C,C2_25_12_2023,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_25_12_2023\C2_25_12_2023",51,0.024,"93,170","41,410","116,479","7,297"
C,C2_26_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_26_01_24\C2_26_01_24",52,0.025,"136,416","70,101","165,486","7,382"
C,C2_26_01_24,,"C:\Users\julia\Documents\Estudios\Máster en Conservación, gestión y restauración de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_26_01_24\C2_26_01_24",53,0.025,"116,463","52,102","165,771","7,401"
